Isotype	Strain	Sequencing Run	Sequencing Library	Source	ReadGroup	Library Preparation Method	Trimming
NIC262	NIC262	UChicago2	L007	Andersen	UChicago2-L007-NIC262	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC265	NIC265	UChicago	EA2	Andersen	UChicago-EA2-NIC265	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC265	NIC265	UChicago2	L008	Andersen	UChicago2-L008-NIC265	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC261	NIC261	UChicago	EA1	Andersen	UChicago-EA1-NIC261	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC261	NIC261	UChicago2	L007	Andersen	UChicago2-L007-NIC261	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC256	NIC256	UChicago	EA2	Andersen	UChicago-EA2-NIC256	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC256	NIC263	UChicago	EA2	Andersen	UChicago-EA2-NIC263	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC256	NIC256	UChicago2	L008	Andersen	UChicago2-L008-NIC256	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC256	NIC263	UChicago2	L008	Andersen	UChicago2-L008-NIC263	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC266	NIC266	UChicago	EA2	Andersen	UChicago-EA2-NIC266	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC266	NIC266	UChicago2	L008	Andersen	UChicago2-L008-NIC266	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY1	MY1	BGI1	RET2	Andersen	BGI1-RET2-MY1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY1	MY1	BGI2	RET2	Andersen	BGI2-RET2-MY1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY1	MY1	BGI3	RET2b	Andersen	BGI3-RET2b-MY1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY1	MY1	MMP	ML_2	MMP	MMP-ML_2-MY1	Sonication	NA
MY1	MY1	MMP	ML_3	MMP	MMP-ML_3-MY1	Sonication	NA
MY1	MY1	MMP	ML_5	MMP	MMP-ML_5-MY1	Sonication	NA
MY1	MY1	MMP	ML_6	MMP	MMP-ML_6-MY1	Sonication	NA
MY1	MY1	MMP	ML_7	MMP	MMP-ML_7-MY1	Sonication	NA
MY1	MY1	Princeton1	PL_15	Princeton	Princeton1-PL_15-MY1	Sonication	NA
MY1	MY1	Princeton1	PL_16	Princeton	Princeton1-PL_16-MY1	Sonication	NA
MY1	MY1	Rockman	R076.3	Rockman	Rockman-R076.3-MY1	Sonication	NA
NIC271	NIC271	UChicago	EA2	Andersen	UChicago-EA2-NIC271	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC271	NIC271	UChicago2	L008	Andersen	UChicago2-L008-NIC271	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC275	NIC275	UChicago	EA1	Andersen	UChicago-EA1-NIC275	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC275	NIC275	UChicago2	L007	Andersen	UChicago2-L007-NIC275	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC268	NIC268	UChicago	EA2	Andersen	UChicago-EA2-NIC268	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC268	NIC268	UChicago2	L008	Andersen	UChicago2-L008-NIC268	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC276	NIC276	UChicago	EA2	Andersen	UChicago-EA2-NIC276	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC276	NIC276	UChicago2	L008	Andersen	UChicago2-L008-NIC276	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	ECA253	BGI1	RET1	Andersen	BGI1-RET1-ECA253	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	N2	BGI1	RET6	Andersen	BGI1-RET6-N2	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	ECA253	BGI2	RET1	Andersen	BGI2-RET1-ECA253	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	N2	BGI2	RET6	Andersen	BGI2-RET6-N2	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	ECA253	BGI3	RET1a	Andersen	BGI3-RET1a-ECA253	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	N2	BGI3	RET6b	Andersen	BGI3-RET6b-N2	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	ECA253	Princeton2	P	Princeton	Princeton2-P-ECA253	Sonication	NA
N2	ECA254	UChicago	EA1	Andersen	UChicago-EA1-ECA254	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
N2	ECA254	UChicago2	L007	Andersen	UChicago2-L007-ECA254	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC269	NIC269	UChicago	EA1	Andersen	UChicago-EA1-NIC269	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC269	NIC269	UChicago2	L007	Andersen	UChicago2-L007-NIC269	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC274	NIC274	UChicago	EA1	Andersen	UChicago-EA1-NIC274	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC274	NIC274	UChicago2	L007	Andersen	UChicago2-L007-NIC274	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC277	NIC277	UChicago	EA2	Andersen	UChicago-EA2-NIC277	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC277	NIC277	UChicago2	L008	Andersen	UChicago2-L008-NIC277	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY23	MY23	BGI1	RET1	Andersen	BGI1-RET1-MY23	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY23	MY23	BGI2	RET1	Andersen	BGI2-RET1-MY23	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY23	MY23	BGI3	RET1a	Andersen	BGI3-RET1a-MY23	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY23	MY2	MMP	ML_2	MMP	MMP-ML_2-MY2	Sonication	NA
MY23	MY2	MMP	ML_3	MMP	MMP-ML_3-MY2	Sonication	NA
MY23	MY2	MMP	ML_5	MMP	MMP-ML_5-MY2	Sonication	NA
MY23	MY2	MMP	ML_6	MMP	MMP-ML_6-MY2	Sonication	NA
MY23	MY2	MMP	ML_7	MMP	MMP-ML_7-MY2	Sonication	NA
MY23	MY23	Princeton1	PL_12	Princeton	Princeton1-PL_12-MY23	Sonication	NA
MY23	MY23	Princeton2	P	Princeton	Princeton2-P-MY23	Sonication	NA
NIC231	NIC232	BGI1	RET1	Andersen	BGI1-RET1-NIC232	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC231	NIC231	BGI1	RET4	Andersen	BGI1-RET4-NIC231	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC231	NIC232	BGI2	RET1	Andersen	BGI2-RET1-NIC232	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC231	NIC231	BGI2	RET4	Andersen	BGI2-RET4-NIC231	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC231	NIC232	BGI3	RET1b	Andersen	BGI3-RET1b-NIC232	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC231	NIC231	BGI3	RET4a	Andersen	BGI3-RET4a-NIC231	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG2075	QG2075	UChicago	EA1	Andersen	UChicago-EA1-QG2075	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG2075	QG2075	UChicago2	L007	Andersen	UChicago2-L007-QG2075	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC267	NIC267	UChicago	EA2	Andersen	UChicago-EA2-NIC267	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC267	NIC270	UChicago	EA2	Andersen	UChicago-EA2-NIC270	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC267	NIC267	UChicago2	L008	Andersen	UChicago2-L008-NIC267	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC267	NIC270	UChicago2	L008	Andersen	UChicago2-L008-NIC270	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC272	NIC273	UChicago	EA1	Andersen	UChicago-EA1-NIC273	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC272	NIC272	UChicago	EA2	Andersen	UChicago-EA2-NIC272	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC272	NIC273	UChicago2	L007	Andersen	UChicago2-L007-NIC273	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC272	NIC272	UChicago2	L008	Andersen	UChicago2-L008-NIC272	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QW947	QW947	UChicago	EA2	Andersen	UChicago-EA2-QW947	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QW947	QW947	UChicago2	L008	Andersen	UChicago2-L008-QW947	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB306	ECA259	BGI1	RET2	Andersen	BGI1-RET2-ECA259	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB306	ECA259	BGI2	RET2	Andersen	BGI2-RET2-ECA259	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB306	ECA259	BGI3	RET2a	Andersen	BGI3-RET2a-ECA259	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB306	ECA259	Princeton1	PL_9	Princeton	Princeton1-PL_9-ECA259	Sonication	NA
PS2025	PS2025	BGI1	RET7	Andersen	BGI1-RET7-PS2025	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PS2025	PS2025	BGI2	RET7	Andersen	BGI2-RET7-PS2025	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PS2025	PS2025	BGI3	RET7a	Andersen	BGI3-RET7a-PS2025	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PS2025	PS2025	Princeton1	PL_22	Princeton	Princeton1-PL_22-PS2025	Sonication	NA
QG557	QG557	BGI1	RET1	Andersen	BGI1-RET1-QG557	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG557	QG557	BGI2	RET1	Andersen	BGI2-RET1-QG557	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG557	QG557	BGI3	RET1b	Andersen	BGI3-RET1b-QG557	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB303	PB303	BGI1	RET6	Andersen	BGI1-RET6-PB303	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB303	PB303	BGI2	RET6	Andersen	BGI2-RET6-PB303	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB303	PB303	BGI3	RET6b	Andersen	BGI3-RET6b-PB303	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PB303	PB303	Princeton1	PL_22	Princeton	Princeton1-PL_22-PB303	Sonication	NA
NIC195	NIC196	BGI1	RET2	Andersen	BGI1-RET2-NIC196	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC197	BGI1	RET3	Andersen	BGI1-RET3-NIC197	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC198	BGI1	RET4	Andersen	BGI1-RET4-NIC198	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC195	BGI1	RET5	Andersen	BGI1-RET5-NIC195	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC196	BGI2	RET2	Andersen	BGI2-RET2-NIC196	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC197	BGI2	RET3	Andersen	BGI2-RET3-NIC197	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC198	BGI2	RET4	Andersen	BGI2-RET4-NIC198	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC195	BGI2	RET5	Andersen	BGI2-RET5-NIC195	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC196	BGI3	RET2b	Andersen	BGI3-RET2b-NIC196	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC197	BGI3	RET3a	Andersen	BGI3-RET3a-NIC197	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC198	BGI3	RET4a	Andersen	BGI3-RET4a-NIC198	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC195	NIC195	BGI3	RET5a	Andersen	BGI3-RET5a-NIC195	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC2	NIC2	BGI1	RET2	Andersen	BGI1-RET2-NIC2	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC2	NIC2	BGI2	RET2	Andersen	BGI2-RET2-NIC2	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC2	NIC2	BGI3	RET2a	Andersen	BGI3-RET2a-NIC2	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC2	NIC2	Princeton1	PL_5	Princeton	Princeton1-PL_5-NIC2	Sonication	NA
NIC2	NIC2	Princeton1	PL_6	Princeton	Princeton1-PL_6-NIC2	Sonication	NA
PX179	PX179	BGI1	RET6	Andersen	BGI1-RET6-PX179	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PX179	PX179	BGI2	RET6	Andersen	BGI2-RET6-PX179	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PX179	PX179	BGI3	RET6a	Andersen	BGI3-RET6a-PX179	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
PX179	PX179	Princeton1	PL_18	Princeton	Princeton1-PL_18-PX179	Sonication	NA
PX179	PX179	Princeton1	PL_19	Princeton	Princeton1-PL_19-PX179	Sonication	NA
PX179	PX179	Rockman	R096.2	Rockman	Rockman-R096.2-PX179	Sonication	NA
QG556	QG556	BGI1	RET2	Andersen	BGI1-RET2-QG556	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG556	QG558	BGI1	RET7	Andersen	BGI1-RET7-QG558	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG556	QG556	BGI2	RET2	Andersen	BGI2-RET2-QG556	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG556	QG558	BGI2	RET7	Andersen	BGI2-RET7-QG558	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG556	QG556	BGI3	RET2a	Andersen	BGI3-RET2a-QG556	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG556	QG558	BGI3	RET7a	Andersen	BGI3-RET7a-QG558	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1793	QX1793	BGI1	RET2	Andersen	BGI1-RET2-QX1793	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1793	QX1793	BGI2	RET2	Andersen	BGI2-RET2-QX1793	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1793	QX1793	BGI3	RET2b	Andersen	BGI3-RET2b-QX1793	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1793	QX1793	Princeton1	PL_7	Princeton	Princeton1-PL_7-QX1793	Sonication	NA
QX1793	QX1793	Princeton1	PL_8	Princeton	Princeton1-PL_8-QX1793	Sonication	NA
QX1233	QX1233	BGI1	RET4	Andersen	BGI1-RET4-QX1233	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1233	QX1233	BGI2	RET4	Andersen	BGI2-RET4-QX1233	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1233	QX1233	BGI3	RET4b	Andersen	BGI3-RET4b-QX1233	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1233	QX1233	Princeton1	PL_22	Princeton	Princeton1-PL_22-QX1233	Sonication	NA
WN2002	WN2002	BGI1	RET5	Andersen	BGI1-RET5-WN2002	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2002	WN2002	BGI2	RET5	Andersen	BGI2-RET5-WN2002	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2002	WN2002	BGI3	RET5b	Andersen	BGI3-RET5b-WN2002	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1791	QX1791	BGI1	RET2	Andersen	BGI1-RET2-QX1791	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1791	QX1791	BGI2	RET2	Andersen	BGI2-RET2-QX1791	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1791	QX1791	BGI3	RET2b	Andersen	BGI3-RET2b-QX1791	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1791	QX1791	Princeton1	PL_3	Princeton	Princeton1-PL_3-QX1791	Sonication	NA
QX1791	QX1791	Princeton1	PL_4	Princeton	Princeton1-PL_4-QX1791	Sonication	NA
NIC3	NIC3	BGI1	RET3	Andersen	BGI1-RET3-NIC3	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC3	NIC4	BGI1	RET4	Andersen	BGI1-RET4-NIC4	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC3	NIC3	BGI2	RET3	Andersen	BGI2-RET3-NIC3	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC3	NIC4	BGI2	RET4	Andersen	BGI2-RET4-NIC4	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC3	NIC3	BGI3	RET3a	Andersen	BGI3-RET3a-NIC3	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC3	NIC4	BGI3	RET4a	Andersen	BGI3-RET4a-NIC4	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC3	NIC3	Princeton1	PL_5	Princeton	Princeton1-PL_5-NIC3	Sonication	NA
NIC3	NIC3	Princeton1	PL_6	Princeton	Princeton1-PL_6-NIC3	Sonication	NA
NIC3	NIC4	Princeton1	PL_7	Princeton	Princeton1-PL_7-NIC4	Sonication	NA
NIC3	NIC4	Princeton1	PL_8	Princeton	Princeton1-PL_8-NIC4	Sonication	NA
QX1792	QX1792	BGI1	RET2	Andersen	BGI1-RET2-QX1792	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1792	QX1792	BGI2	RET2	Andersen	BGI2-RET2-QX1792	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1792	QX1792	BGI3	RET2b	Andersen	BGI3-RET2b-QX1792	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1792	QX1792	Princeton1	PL_5	Princeton	Princeton1-PL_5-QX1792	Sonication	NA
QX1792	QX1792	Princeton1	PL_6	Princeton	Princeton1-PL_6-QX1792	Sonication	NA
QX1792	QX1792	UChicago	EA1	Andersen	UChicago-EA1-QX1792	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1792	QX1792	UChicago2	L007	Andersen	UChicago2-L007-QX1792	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1794	QX1794	BGI1	RET2	Andersen	BGI1-RET2-QX1794	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1794	QX1794	BGI2	RET2	Andersen	BGI2-RET2-QX1794	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1794	QX1794	BGI3	RET2b	Andersen	BGI3-RET2b-QX1794	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
RC301	RC301	BGI1	RET5	Andersen	BGI1-RET5-RC301	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
RC301	RC301	BGI2	RET5	Andersen	BGI2-RET5-RC301	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
RC301	RC301	BGI3	RET5a	Andersen	BGI3-RET5a-RC301	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
RC301	PX174	MMP	ML_2	MMP	MMP-ML_2-PX174	Sonication	NA
RC301	PX174	MMP	ML_3	MMP	MMP-ML_3-PX174	Sonication	NA
RC301	PX174	MMP	ML_5	MMP	MMP-ML_5-PX174	Sonication	NA
RC301	PX174	MMP	ML_6	MMP	MMP-ML_6-PX174	Sonication	NA
RC301	PX174	MMP	ML_7	MMP	MMP-ML_7-PX174	Sonication	NA
RC301	RC301	Princeton1	PL_18	Princeton	Princeton1-PL_18-RC301	Sonication	NA
RC301	RC301	Princeton1	PL_19	Princeton	Princeton1-PL_19-RC301	Sonication	NA
RC301	RC301	Rockman	R076.3	Rockman	Rockman-R076.3-RC301	Sonication	NA
RC301	RC301	Rockman	R076.4	Rockman	Rockman-R076.4-RC301	Sonication	NA
RC301	PX174	Rockman	R083.8	Rockman	Rockman-R083.8-PX174	Sonication	NA
QG536	QG536	BGI1	RET5	Andersen	BGI1-RET5-QG536	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG538	BGI1	RET6	Andersen	BGI1-RET6-QG538	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG537	BGI1	RET7	Andersen	BGI1-RET7-QG537	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG536	BGI2	RET5	Andersen	BGI2-RET5-QG536	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG538	BGI2	RET6	Andersen	BGI2-RET6-QG538	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG537	BGI2	RET7	Andersen	BGI2-RET7-QG537	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG536	BGI3	RET5b	Andersen	BGI3-RET5b-QG536	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG538	BGI3	RET6b	Andersen	BGI3-RET6b-QG538	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG537	BGI3	RET7b	Andersen	BGI3-RET7b-QG537	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QG536	QG537	Princeton1	PL_21	Princeton	Princeton1-PL_21-QG537	Sonication	NA
QG536	QG538	Princeton1	PL_3	Princeton	Princeton1-PL_3-QG538	Sonication	NA
QG536	QG538	Princeton1	PL_4	Princeton	Princeton1-PL_4-QG538	Sonication	NA
QG536	QG536	Princeton1	PL_7	Princeton	Princeton1-PL_7-QG536	Sonication	NA
QG536	QG537	Princeton1	PL_7	Princeton	Princeton1-PL_7-QG537	Sonication	NA
QG536	QG536	Princeton1	PL_8	Princeton	Princeton1-PL_8-QG536	Sonication	NA
QG536	QG537	Princeton1	PL_8	Princeton	Princeton1-PL_8-QG537	Sonication	NA
QX1212	QX1212	BGI1	RET4	Andersen	BGI1-RET4-QX1212	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1213	BGI1	RET5	Andersen	BGI1-RET5-QX1213	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1214	BGI1	RET6	Andersen	BGI1-RET6-QX1214	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1212	BGI2	RET4	Andersen	BGI2-RET4-QX1212	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1213	BGI2	RET5	Andersen	BGI2-RET5-QX1213	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1214	BGI2	RET6	Andersen	BGI2-RET6-QX1214	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1212	BGI3	RET4a	Andersen	BGI3-RET4a-QX1212	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1213	BGI3	RET5b	Andersen	BGI3-RET5b-QX1213	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1212	QX1214	BGI3	RET6a	Andersen	BGI3-RET6a-QX1214	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
